text,aspectCategory,polarity,tokens
"Even though its good seafood, the prices are too high.",food,positive,"['Even', 'though', 'its', 'good', 'seafood,', 'the', 'prices', 'are', 'too', 'high.']"
"Even though its good seafood, the prices are too high.",price,negative,"['Even', 'though', 'its', 'good', 'seafood,', 'the', 'prices', 'are', 'too', 'high.']"
"In addition, the food is very good and the prices are reasonable.",food,positive,"['In', 'addition,', 'the', 'food', 'is', 'very', 'good', 'and', 'the', 'prices', 'are', 'reasonable.']"
"In addition, the food is very good and the prices are reasonable.",price,positive,"['In', 'addition,', 'the', 'food', 'is', 'very', 'good', 'and', 'the', 'prices', 'are', 'reasonable.']"
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",service,positive,"['Upon', 'entering,', 'we', 'were', 'greeted', 'by', 'the', 'owners,', 'Steven', 'and', 'Frederick,', 'who', 'went', 'out', 'of', 'their', 'way', 'to', 'be', 'more', 'than', 'gracious', 'hosts.']"
"If you live outside the neighborhood, don't bother!",anecdotes/miscellaneous,negative,"['If', 'you', 'live', 'outside', 'the', 'neighborhood,', ""don't"", 'bother!']"
Been going here since it opened have seen the quality value decrease considerably.,anecdotes/miscellaneous,negative,"['Been', 'going', 'here', 'since', 'it', 'opened', 'have', 'seen', 'the', 'quality', 'value', 'decrease', 'considerably.']"
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",food,neutral,"['Meat', 'dishes', 'now', 'adorn', 'the', 'selections,', 'although', ""there's"", 'still', 'a', 'large', 'number', 'of', 'vegetarian-friendly', 'choices.']"
I never had anything I didn't like here.,anecdotes/miscellaneous,positive,"['I', 'never', 'had', 'anything', 'I', ""didn't"", 'like', 'here.']"
Reasonable prices.,price,positive,"['Reasonable', 'prices.']"
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,"['they', 'bring', 'service', 'up', 'a', 'notch', 'by', 'offerng', 'complementary', 'amuse', 'bouche', 'to', 'all', 'tables', 'and', 'gave', 'us', 'a', 'small', 'dessert', 'for', 'our', 'celebration.']"
"Try the crunchy tuna, it is to die for.",food,positive,"['Try', 'the', 'crunchy', 'tuna,', 'it', 'is', 'to', 'die', 'for.']"
It won't break the bank but I also wouldnt come back for the food.,food,negative,"['It', ""won't"", 'break', 'the', 'bank', 'but', 'I', 'also', 'wouldnt', 'come', 'back', 'for', 'the', 'food.']"
It won't break the bank but I also wouldnt come back for the food.,price,conflict,"['It', ""won't"", 'break', 'the', 'bank', 'but', 'I', 'also', 'wouldnt', 'come', 'back', 'for', 'the', 'food.']"
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",anecdotes/miscellaneous,positive,"['All', 'in', 'all,', 'this', 'midtown', 'gem', 'instantly', 'became', 'one', 'of', 'my', 'favorite', 'sushi', 'restaurants', 'in', 'the', 'city.']"
I've been to Joya twice and I will never go again.,anecdotes/miscellaneous,negative,"[""I've"", 'been', 'to', 'Joya', 'twice', 'and', 'I', 'will', 'never', 'go', 'again.']"
So rushing us out was absolutely unnecessary!,anecdotes/miscellaneous,negative,"['So', 'rushing', 'us', 'out', 'was', 'absolutely', 'unnecessary!']"
However it is the ONLY Taiwanese restaurant in town.,anecdotes/miscellaneous,neutral,"['However', 'it', 'is', 'the', 'ONLY', 'Taiwanese', 'restaurant', 'in', 'town.']"
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,ambience,positive,"['It', 'is', 'a', 'lot', 'of', 'fun', 'with', 'live', 'entertainment', 'and', 'all', 'kinds', 'of', 'Disney', 'type', 'special', 'effects.']"
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",food,positive,"['if', ""you're"", 'looking', 'for', 'perfect', 'traditional', 'sushi,', 'go', 'here', '-', 'if', ""you're"", 'looking', 'for', 'interesting', 'combinations,', 'try', 'sushi', 'of', ""gari's"", '(east', 'side).']"
"No refills on fountain drinks, though.",food,negative,"['No', 'refills', 'on', 'fountain', 'drinks,', 'though.']"
Wow over 100 beers to choose from.,food,positive,"['Wow', 'over', '100', 'beers', 'to', 'choose', 'from.']"
Be careful of portions - they're HUGE.,food,positive,"['Be', 'careful', 'of', 'portions', '-', ""they're"", 'HUGE.']"
"The Steak Tartare is a great bet, they fix it for you at the table.",food,positive,"['The', 'Steak', 'Tartare', 'is', 'a', 'great', 'bet,', 'they', 'fix', 'it', 'for', 'you', 'at', 'the', 'table.']"
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,service,positive,"['My', 'first', 'time', 'there', 'I', 'happened', 'not', 'to', 'like', 'the', 'Crab', 'Croquette', 'apt', 'that', 'i', 'ordered', 'and', 'they', 'were', 'happy', 'to', 'change', 'it', 'for', 'me', 'without', 'making', 'no', 'big', 'deal.']"
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,food,negative,"['My', 'first', 'time', 'there', 'I', 'happened', 'not', 'to', 'like', 'the', 'Crab', 'Croquette', 'apt', 'that', 'i', 'ordered', 'and', 'they', 'were', 'happy', 'to', 'change', 'it', 'for', 'me', 'without', 'making', 'no', 'big', 'deal.']"
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,service,positive,"['Great', 'for', 'large', 'groups', 'and', 'celebrations', '-', 'our', 'SUPER', 'HAPPY', 'waiter', 'was', 'the', 'entertainment', 'of', 'the', 'evening.']"
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,anecdotes/miscellaneous,positive,"['Great', 'for', 'large', 'groups', 'and', 'celebrations', '-', 'our', 'SUPER', 'HAPPY', 'waiter', 'was', 'the', 'entertainment', 'of', 'the', 'evening.']"
Did I mention the wine?,food,neutral,"['Did', 'I', 'mention', 'the', 'wine?']"
"Plus, on Wednesday nights the house wine is unlimited!",food,positive,"['Plus,', 'on', 'Wednesday', 'nights', 'the', 'house', 'wine', 'is', 'unlimited!']"
It is by far my favorite restaurant in Brooklyn.,anecdotes/miscellaneous,positive,"['It', 'is', 'by', 'far', 'my', 'favorite', 'restaurant', 'in', 'Brooklyn.']"
Now it's so crowded and loud you can't even talk to the person next to you.,ambience,negative,"['Now', ""it's"", 'so', 'crowded', 'and', 'loud', 'you', ""can't"", 'even', 'talk', 'to', 'the', 'person', 'next', 'to', 'you.']"
Love Pizza 33..,anecdotes/miscellaneous,positive,"['Love', 'Pizza', '33..']"
Even my Indian friend couldn't believe how good and tasty everything was.,food,positive,"['Even', 'my', 'Indian', 'friend', ""couldn't"", 'believe', 'how', 'good', 'and', 'tasty', 'everything', 'was.']"
"I'm from England, and Haru's was the best I had in NYC.",anecdotes/miscellaneous,positive,"[""I'm"", 'from', 'England,', 'and', ""Haru's"", 'was', 'the', 'best', 'I', 'had', 'in', 'NYC.']"
Less = More in their case.,anecdotes/miscellaneous,positive,"['Less', '=', 'More', 'in', 'their', 'case.']"
Ruby Foo's is a tourist trap.,anecdotes/miscellaneous,negative,"['Ruby', ""Foo's"", 'is', 'a', 'tourist', 'trap.']"
I've been here a couple of times and have not been impressed.,anecdotes/miscellaneous,negative,"[""I've"", 'been', 'here', 'a', 'couple', 'of', 'times', 'and', 'have', 'not', 'been', 'impressed.']"
I've been many time and have never been disappointed.,anecdotes/miscellaneous,positive,"[""I've"", 'been', 'many', 'time', 'and', 'have', 'never', 'been', 'disappointed.']"
Ciao Bella,anecdotes/miscellaneous,neutral,"['Ciao', 'Bella']"
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,food,negative,"['like', 'saying', 'her', 'bread', 'comes', 'from', 'a', 'special', 'bakery', 'when', 'we', 'have', 'seen', 'her', 'buying', 'it', 'dowtown', 'manhathan.']"
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,service,negative,"['like', 'saying', 'her', 'bread', 'comes', 'from', 'a', 'special', 'bakery', 'when', 'we', 'have', 'seen', 'her', 'buying', 'it', 'dowtown', 'manhathan.']"
The dim sum servings here are a bit larger than I'm used to.,food,neutral,"['The', 'dim', 'sum', 'servings', 'here', 'are', 'a', 'bit', 'larger', 'than', ""I'm"", 'used', 'to.']"
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",service,neutral,"['However,', 'in', 'the', 'summer', 'of', '2003,', 'it', 'seems', 'the', 'management', 'has', 'changed', 'and', 'the', 'great', 'big', 'door', 'has', 'been', 'replaced', 'for', 'a', 'glass', 'front', 'ridding', 'itself', 'of', 'the', 'dark', 'romantic', 'getup.']"
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",ambience,negative,"['However,', 'in', 'the', 'summer', 'of', '2003,', 'it', 'seems', 'the', 'management', 'has', 'changed', 'and', 'the', 'great', 'big', 'door', 'has', 'been', 'replaced', 'for', 'a', 'glass', 'front', 'ridding', 'itself', 'of', 'the', 'dark', 'romantic', 'getup.']"
We won't go to this place again for a good meal.,food,negative,"['We', ""won't"", 'go', 'to', 'this', 'place', 'again', 'for', 'a', 'good', 'meal.']"
It's a much more grown up restaurant compared to the rest of the street.,ambience,neutral,"[""It's"", 'a', 'much', 'more', 'grown', 'up', 'restaurant', 'compared', 'to', 'the', 'rest', 'of', 'the', 'street.']"
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",food,conflict,"['Barbecued', 'codfish', 'was', 'gorgeously', 'moist', '-', 'as', 'if', 'poached', '-', 'yet', 'the', 'fabulous', 'texture', 'was', 'let', 'down', 'by', 'curiously', 'bland', 'seasoning', '-', 'a', 'spice', 'rub', 'might', 'have', 'overwhelmed,', 'however', 'herb', 'mix', 'or', 'other', 'sauce', 'would', 'have', 'done', 'much', 'to', 'enhance.']"
We were treated with attitude ever since the moment we stepped into the restaurant!,service,negative,"['We', 'were', 'treated', 'with', 'attitude', 'ever', 'since', 'the', 'moment', 'we', 'stepped', 'into', 'the', 'restaurant!']"
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",ambience,positive,"['After', 'dinner,', 'take', 'your', 'date', 'to', 'the', 'HUGE', 'dance', 'floor,', 'probably', 'one', 'of', 'the', 'biggest', ""you'll"", 'see', 'in', 'NY.']"
Taj Mahal offeres gret value and great food.,food,positive,"['Taj', 'Mahal', 'offeres', 'gret', 'value', 'and', 'great', 'food.']"
Taj Mahal offeres gret value and great food.,price,positive,"['Taj', 'Mahal', 'offeres', 'gret', 'value', 'and', 'great', 'food.']"
Has the chef and owner changed???,service,neutral,"['Has', 'the', 'chef', 'and', 'owner', 'changed???']"
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,anecdotes/miscellaneous,positive,"['My', 'boyfriend', 'and', 'I', 'recently', 'had', 'an', 'early', 'dinner', 'at', 'Artisanal', 'and', 'was', 'satisfied', 'with', 'our', 'experience.']"
I absolutely Loved this place.,anecdotes/miscellaneous,positive,"['I', 'absolutely', 'Loved', 'this', 'place.']"
I wish I lived there as I would eat at this place as often as possible!,anecdotes/miscellaneous,positive,"['I', 'wish', 'I', 'lived', 'there', 'as', 'I', 'would', 'eat', 'at', 'this', 'place', 'as', 'often', 'as', 'possible!']"
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",food,negative,"['But', ""don't"", 'ever', 'order', 'bacon', 'late', 'at', 'nite', '(either', 'platter', 'or', 'in', 'sandwiches,', 'for', 'that', 'matter', ""don't"", 'from', 'any', 'take', 'out', 'place)', 'as', 'it', 'is', 'from', 'the', 'morning', 'frying', 'turns', 'out', 'hard', 'almost', 'like', 'bacos,', 'hurt', 'my', 'molars.']"
"Outstanding Bagels, but you get what you pay for.",food,positive,"['Outstanding', 'Bagels,', 'but', 'you', 'get', 'what', 'you', 'pay', 'for.']"
"Outstanding Bagels, but you get what you pay for.",price,negative,"['Outstanding', 'Bagels,', 'but', 'you', 'get', 'what', 'you', 'pay', 'for.']"
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",food,positive,"['Pizza', '-', 'the', 'only', 'pizza', 'in', 'NYC', 'that', 'should', 'not', 'have', 'additional', 'toppings', '-', 'the', 'crust', 'tastes', 'like', 'the', 'best,', 'freshly', 'baked', 'bread!']"
"If you're in town, it's worth searching for another place.",anecdotes/miscellaneous,negative,"['If', ""you're"", 'in', 'town,', ""it's"", 'worth', 'searching', 'for', 'another', 'place.']"
I have tried the various slice joints around the village but this is by far the best one.,anecdotes/miscellaneous,positive,"['I', 'have', 'tried', 'the', 'various', 'slice', 'joints', 'around', 'the', 'village', 'but', 'this', 'is', 'by', 'far', 'the', 'best', 'one.']"
"I found it on a cold night, the perfect spot to warm up.",ambience,positive,"['I', 'found', 'it', 'on', 'a', 'cold', 'night,', 'the', 'perfect', 'spot', 'to', 'warm', 'up.']"
They even have a section in the menu called American Chinese food!,food,negative,"['They', 'even', 'have', 'a', 'section', 'in', 'the', 'menu', 'called', 'American', 'Chinese', 'food!']"
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",food,positive,"['Service', 'was', 'warm', 'and', 'attentive,', 'beef', 'carpaachio', 'was', 'exellent', '(huge', 'portion)', 'and', 'pasta', 'was', 'fresh', 'and', 'well-prepared.']"
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",service,positive,"['Service', 'was', 'warm', 'and', 'attentive,', 'beef', 'carpaachio', 'was', 'exellent', '(huge', 'portion)', 'and', 'pasta', 'was', 'fresh', 'and', 'well-prepared.']"
kalbi and nebbiolo do work together.,food,neutral,"['kalbi', 'and', 'nebbiolo', 'do', 'work', 'together.']"
"Best Italian food I ever had (and being Italian, that means alot).",food,positive,"['Best', 'Italian', 'food', 'I', 'ever', 'had', '(and', 'being', 'Italian,', 'that', 'means', 'alot).']"
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,food,positive,"['I', 'will', 'recommend', 'Scopa', 'to', 'all', 'of', 'my', 'friends', 'for', 'a', 'place', 'to', 'go', 'for', 'wonderful', 'Italian', 'food.']"
Located at the end of a magnificent block.,ambience,positive,"['Located', 'at', 'the', 'end', 'of', 'a', 'magnificent', 'block.']"
"This restaurant is not worth the time, effort, or money to say the least.",price,negative,"['This', 'restaurant', 'is', 'not', 'worth', 'the', 'time,', 'effort,', 'or', 'money', 'to', 'say', 'the', 'least.']"
"This restaurant is not worth the time, effort, or money to say the least.",anecdotes/miscellaneous,negative,"['This', 'restaurant', 'is', 'not', 'worth', 'the', 'time,', 'effort,', 'or', 'money', 'to', 'say', 'the', 'least.']"
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",ambience,positive,"['Looking', 'around,', 'I', 'saw', 'a', 'room', 'full', 'of', 'New', 'Yorkers', 'enjoying', 'a', 'real', 'meal', 'in', 'a', 'real', 'restaurant,', 'not', 'a', 'clubhouse', 'of', 'the', 'fabulous', 'trying', 'to', 'be', 'seen.']"
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",food,positive,"['Looking', 'around,', 'I', 'saw', 'a', 'room', 'full', 'of', 'New', 'Yorkers', 'enjoying', 'a', 'real', 'meal', 'in', 'a', 'real', 'restaurant,', 'not', 'a', 'clubhouse', 'of', 'the', 'fabulous', 'trying', 'to', 'be', 'seen.']"
Keep up the good work guys!,anecdotes/miscellaneous,positive,"['Keep', 'up', 'the', 'good', 'work', 'guys!']"
Hurley's is terrific!,anecdotes/miscellaneous,positive,"[""Hurley's"", 'is', 'terrific!']"
They don't walk around with the trays of Dim Sum.,ambience,positive,"['They', ""don't"", 'walk', 'around', 'with', 'the', 'trays', 'of', 'Dim', 'Sum.']"
Took my sister here before attending a show one evening.,anecdotes/miscellaneous,neutral,"['Took', 'my', 'sister', 'here', 'before', 'attending', 'a', 'show', 'one', 'evening.']"
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",service,positive,"['Great', 'bar,', 'most', 'gorgeous', 'bartenders', ""you've"", 'ever', 'seen', '(specifically', 'the', 'blond', 'lady).']"
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,service,negative,"['We', 'were', 'planning', 'to', 'get', 'dessert', 'but', 'the', 'waitress', 'basically', 'through', 'the', 'bill', 'at', 'us', 'before', 'we', 'had', 'a', 'chance', 'to', 'order.']"
Really.,anecdotes/miscellaneous,neutral,['Really.']
I really loved the different and inovated touch that's the cheff gives to the food.,food,positive,"['I', 'really', 'loved', 'the', 'different', 'and', 'inovated', 'touch', ""that's"", 'the', 'cheff', 'gives', 'to', 'the', 'food.']"
Our friends have not arrived yet.,anecdotes/miscellaneous,neutral,"['Our', 'friends', 'have', 'not', 'arrived', 'yet.']"
They came out over cooked and the cheese was almost non existant.,food,negative,"['They', 'came', 'out', 'over', 'cooked', 'and', 'the', 'cheese', 'was', 'almost', 'non', 'existant.']"
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",food,positive,"['I', 'had', 'a', 'terrific', 'meal,', 'and', 'our', 'server', 'guided', 'us', 'toward', 'a', 'very', 'nice', 'wine', 'in', 'our', 'price', 'range,', 'instead', 'of', 'allowing', 'us', 'to', 'purchase', 'a', 'similarly', 'priced', 'wine', 'that', ""wasn't"", 'as', 'good.']"
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",service,positive,"['I', 'had', 'a', 'terrific', 'meal,', 'and', 'our', 'server', 'guided', 'us', 'toward', 'a', 'very', 'nice', 'wine', 'in', 'our', 'price', 'range,', 'instead', 'of', 'allowing', 'us', 'to', 'purchase', 'a', 'similarly', 'priced', 'wine', 'that', ""wasn't"", 'as', 'good.']"
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",service,negative,"['The', 'svc', 'can', 'be', 'a', 'bit', 'rude', 'at', 'times,', 'esp', 'if', 'you', 'have', 'big', 'group,', 'but', 'overall', 'the', 'restaurant', 'is', 'a', 'must!']"
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",anecdotes/miscellaneous,positive,"['The', 'svc', 'can', 'be', 'a', 'bit', 'rude', 'at', 'times,', 'esp', 'if', 'you', 'have', 'big', 'group,', 'but', 'overall', 'the', 'restaurant', 'is', 'a', 'must!']"
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",anecdotes/miscellaneous,positive,"['My', 'husband', 'and', 'I', 'thougt', 'it', 'would', 'be', 'great', 'to', 'go', 'to', 'the', 'Jekyll', 'and', 'Hyde', 'Pub', 'for', 'our', 'anniversary,', 'and', 'to', 'our', 'surprise', 'it', 'was', 'fantastic.']"
Never once did I leave feeling unwelcome or impressed.,anecdotes/miscellaneous,conflict,"['Never', 'once', 'did', 'I', 'leave', 'feeling', 'unwelcome', 'or', 'impressed.']"
"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,"['The', 'food', 'is', 'good,', 'especially', 'their', 'more', 'basic', 'dishes,', 'and', 'the', 'drinks', 'are', 'delicious.']"
But the main hit was the whole grilled fish.,food,positive,"['But', 'the', 'main', 'hit', 'was', 'the', 'whole', 'grilled', 'fish.']"
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",price,positive,"['I', 'had', 'the', 'tuna', 'tartare', 'with', 'sake,', 'mushroom', 'ravioli', 'with', 'pinot', 'noir,', 'and', 'the', 'chocolate', 'sampler', 'with', 'a', 'dessert', 'wine', 'for', '$49.']"
On a hot day it was fabulous to stop in and enjoy lunch.,anecdotes/miscellaneous,positive,"['On', 'a', 'hot', 'day', 'it', 'was', 'fabulous', 'to', 'stop', 'in', 'and', 'enjoy', 'lunch.']"
The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,"['The', 'food', 'is', 'delicious', 'and', 'beautifully', 'prepared', 'along', 'with', 'the', 'friendly', 'and', 'personable', 'service.']"
The food is delicious and beautifully prepared along with the friendly and personable service.,service,positive,"['The', 'food', 'is', 'delicious', 'and', 'beautifully', 'prepared', 'along', 'with', 'the', 'friendly', 'and', 'personable', 'service.']"
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,anecdotes/miscellaneous,neutral,"['I', 'usually', 'go', 'there', 'later', 'at', 'night', 'when', 'I', 'get', 'off', 'work', 'so', 'I', ""don't"", 'have', 'to', 'deal', 'with', 'crowds', 'or', 'lines.']"
Pizza here is consistently good.,food,positive,"['Pizza', 'here', 'is', 'consistently', 'good.']"
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive,"['We', 'had', 'a', 'great', 'tiem', 'watching', 'the', 'shows', 'and', 'characters', 'and', 'ar', 'food', 'was', 'just', 'what', 'we', 'were', 'looking', 'for.']"
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,ambience,positive,"['We', 'had', 'a', 'great', 'tiem', 'watching', 'the', 'shows', 'and', 'characters', 'and', 'ar', 'food', 'was', 'just', 'what', 'we', 'were', 'looking', 'for.']"
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",service,negative,"['After', '2', 'tries', 'by', 'the', 'waiter', 'to', 'take', 'it', 'away', '(we', ""hadn't"", 'even', 'looked', 'at', 'it', 'yet,', 'we', 'had', 'full', 'beers', 'yet', 'to', 'drink),', 'the', 'manager', 'approached', 'and', 'told', 'us', 'they', 'needed', 'the', 'table', 'for', 'people', 'with', 'reservations.']"
Wouldn't recomend it for dinner!,anecdotes/miscellaneous,negative,"[""Wouldn't"", 'recomend', 'it', 'for', 'dinner!']"
Sauce was watery and the food didn't have much flavor.,food,negative,"['Sauce', 'was', 'watery', 'and', 'the', 'food', ""didn't"", 'have', 'much', 'flavor.']"
My husband and I enjoy Sangria.,food,positive,"['My', 'husband', 'and', 'I', 'enjoy', 'Sangria.']"
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",food,positive,"['But', 'after', 'last', 'night,', 'Spice', 'Grill', 'is', 'the', 'only', 'place', ""I'm"", 'eating', 'indian', 'cuisine.']"
We both opted for a pasta dish and they were served timely and fresh.,service,positive,"['We', 'both', 'opted', 'for', 'a', 'pasta', 'dish', 'and', 'they', 'were', 'served', 'timely', 'and', 'fresh.']"
We both opted for a pasta dish and they were served timely and fresh.,food,positive,"['We', 'both', 'opted', 'for', 'a', 'pasta', 'dish', 'and', 'they', 'were', 'served', 'timely', 'and', 'fresh.']"
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",service,negative,"['First', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer,', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course...']"
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive,"['Not', 'sure', 'where', 'the', 'previous', 'reviewer,', 'lonk,', 'dined,', 'but', 'Saul', 'is', 'in', 'a', 'great', 'neighborhood', 'and', 'has', 'great', 'food!']"
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",ambience,positive,"['Not', 'sure', 'where', 'the', 'previous', 'reviewer,', 'lonk,', 'dined,', 'but', 'Saul', 'is', 'in', 'a', 'great', 'neighborhood', 'and', 'has', 'great', 'food!']"
"In an area sadly lacking in decent Thai food, this is one of the best spots.",food,positive,"['In', 'an', 'area', 'sadly', 'lacking', 'in', 'decent', 'Thai', 'food,', 'this', 'is', 'one', 'of', 'the', 'best', 'spots.']"
Tell them Herky sent you and get a free confused look from the waiter.,anecdotes/miscellaneous,neutral,"['Tell', 'them', 'Herky', 'sent', 'you', 'and', 'get', 'a', 'free', 'confused', 'look', 'from', 'the', 'waiter.']"
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,service,conflict,"['Make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15-20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'Time', 'Square.']"
The food was average or above including some surprising tasty dishes.,food,positive,"['The', 'food', 'was', 'average', 'or', 'above', 'including', 'some', 'surprising', 'tasty', 'dishes.']"
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,food,negative,"['They', ""don't"", 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'specials', 'or', 'fresh', 'ingredients', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'thai.']"
Other apetizers and food,food,neutral,"['Other', 'apetizers', 'and', 'food']"
The noodle and rices dishes taste great.,food,positive,"['The', 'noodle', 'and', 'rices', 'dishes', 'taste', 'great.']"
The food's as good as ever.,food,positive,"['The', ""food's"", 'as', 'good', 'as', 'ever.']"
"The crust is thin, the ingredients are fresh and the staff is friendly.",food,positive,"['The', 'crust', 'is', 'thin,', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly.']"
"The crust is thin, the ingredients are fresh and the staff is friendly.",service,positive,"['The', 'crust', 'is', 'thin,', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly.']"
Your friends will thank you for introducing them to this gem!,anecdotes/miscellaneous,positive,"['Your', 'friends', 'will', 'thank', 'you', 'for', 'introducing', 'them', 'to', 'this', 'gem!']"
Also a little more expensive than your average bagel place.,price,negative,"['Also', 'a', 'little', 'more', 'expensive', 'than', 'your', 'average', 'bagel', 'place.']"
"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative,"['the', 'food', 'was', 'undercooked-the', 'sauce', 'watery,', 'and', 'the', 'vegetables', 'raw.']"
And the fried clams had just enough kick to them to make 'em worth eating.,food,positive,"['And', 'the', 'fried', 'clams', 'had', 'just', 'enough', 'kick', 'to', 'them', 'to', 'make', ""'em"", 'worth', 'eating.']"
The sauces used are also not that exciting.,food,negative,"['The', 'sauces', 'used', 'are', 'also', 'not', 'that', 'exciting.']"
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,food,positive,"['The', 'secret', 'is', 'the', 'lunch', 'menu', 'which', 'offers', 'a', 'complimentary', 'appetizer', 'with', 'every', 'entree', 'ordered.']"
I absolutely love this place!!!,anecdotes/miscellaneous,positive,"['I', 'absolutely', 'love', 'this', 'place!!!']"
The rice was poor quality and was cooked so badly it was hard.,food,negative,"['The', 'rice', 'was', 'poor', 'quality', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard.']"
We had champagne and caviar and felt like princesses!,food,positive,"['We', 'had', 'champagne', 'and', 'caviar', 'and', 'felt', 'like', 'princesses!']"
The shrimp scampi was excellent and the antipasti were plentiful.,food,positive,"['The', 'shrimp', 'scampi', 'was', 'excellent', 'and', 'the', 'antipasti', 'were', 'plentiful.']"
I am surprised to say the least and find such practice not worth the effort.,anecdotes/miscellaneous,negative,"['I', 'am', 'surprised', 'to', 'say', 'the', 'least', 'and', 'find', 'such', 'practice', 'not', 'worth', 'the', 'effort.']"
